utc_iso,utc_unix,synced,freq_hz,rocof_hz_s,vmag_phasor_rms,vmag_rms,phase_deg,tve_percent,mag_error_pct,phase_error_deg,crest_factor,gps_fix,overflow_blocks,dropped_frames
1970-01-01T00:07:42.746442+00:00,462.746441930,0,59.626244,0.040481,118.816460,118.877609,89.278536,139.836934,-0.986283,89.278536,1.3751,0,487539,5971
1970-01-01T00:07:42.839242+00:00,462.839241980,0,59.645477,0.020157,118.798160,118.875417,84.055704,133.229914,-1.001533,84.055704,1.3750,0,487539,5971
1970-01-01T00:07:42.940362+00:00,462.940361950,0,59.636266,-0.000113,118.772252,118.840452,86.884046,136.822541,-1.023124,86.884046,1.3749,0,487539,5971
1970-01-01T00:07:43.042122+00:00,463.042121950,0,59.649776,-0.007342,118.775530,118.843777,-43.751976,74.145630,-1.020392,-43.751976,1.3747,0,487539,5971
1970-01-01T00:07:43.143882+00:00,463.143881980,0,59.658964,-0.014878,118.798460,118.868929,-43.807580,74.242116,-1.001284,-43.807580,1.3744,0,487539,5971
1970-01-01T00:07:43.236042+00:00,463.236041930,0,59.676227,-0.005225,118.861850,118.916698,-44.624648,75.576038,-0.948458,-44.624648,1.3746,0,487539,5971
1970-01-01T00:07:43.346762+00:00,463.346761990,0,59.652767,-0.031782,118.810030,118.883647,-42.474880,72.093463,-0.991642,-42.474880,1.3752,0,487539,5971
1970-01-01T00:07:43.429962+00:00,463.429962000,0,59.637730,-0.036219,118.814580,118.872443,-40.621851,69.086213,-0.987850,-40.621851,1.3748,0,487539,5971
1970-01-01T00:07:43.540682+00:00,463.540681970,0,59.652999,-0.057449,118.827626,118.891785,-43.230114,73.319514,-0.976979,-43.230114,1.3753,0,487539,5971
1970-01-01T00:07:43.642442+00:00,463.642441980,0,59.652233,0.019486,118.940176,118.994733,-43.141577,73.209998,-0.883187,-43.141577,1.3753,0,487539,5971
1970-01-01T00:07:43.753162+00:00,463.753161960,0,59.648688,0.004220,118.928949,118.981285,-42.575569,72.291260,-0.892543,-42.575569,1.3753,0,487539,5971
1970-01-01T00:07:43.845322+00:00,463.845321930,0,59.644506,-0.003089,118.946155,119.022383,-41.475963,70.512790,-0.878204,-41.475963,1.3752,0,487539,5971
1970-01-01T00:07:43.947082+00:00,463.947081950,0,59.638817,-0.019393,118.923988,118.988899,-39.651452,67.533220,-0.896677,-39.651452,1.3750,0,487539,5971
1970-01-01T00:07:44.048842+00:00,464.048841980,0,59.658164,-0.016539,118.873517,118.944339,-169.222118,198.181455,-0.938735,-169.222118,1.3749,0,487539,5971
1970-01-01T00:07:44.141002+00:00,464.141001930,0,59.667489,-0.005644,118.872349,118.936033,-169.262987,198.187140,-0.939710,-169.262987,1.3749,0,487539,5971
1970-01-01T00:07:44.242762+00:00,464.242761930,0,59.658795,0.014732,118.871218,118.942162,-168.814818,198.111849,-0.940652,-168.814818,1.3749,0,487539,5971
1970-01-01T00:07:44.344522+00:00,464.344521980,0,59.650626,0.010805,118.879071,118.950371,-168.161405,198.004525,-0.934107,-168.161405,1.3748,0,487539,5971
1970-01-01T00:07:44.436682+00:00,464.436681980,0,59.672033,0.017976,118.867209,118.928609,-170.887939,198.427031,-0.943992,-170.887939,1.3749,0,487539,5971
1970-01-01T00:07:44.547402+00:00,464.547401940,0,59.659805,0.020003,118.809642,118.869689,-168.967627,198.086468,-0.991965,-168.967627,1.3750,0,487539,5971
1970-01-01T00:07:44.649162+00:00,464.649161980,0,59.642747,0.011155,118.833165,118.911116,-165.527797,197.442526,-0.972363,-165.527797,1.3752,0,487539,5971
1970-01-01T00:07:44.741322+00:00,464.741321970,0,59.636237,0.000198,118.844261,118.915278,-164.076445,197.118351,-0.963116,-164.076445,1.3752,0,487539,5971
